,Unnamed: 0.1,layer1,layer2,layer3,svm,dt,rf,nb,kn,logistic,ae_svm,ae_dt,ae_rf,ae_nb,ae_kn,ae_logistic,method
0,0.0,41.0,25.0,8.0,0.903066,0.876231,0.934414,0.838041,,,0.85124,0.856799,0.909186,0.909186,,,
1,1.0,39.0,24.0,9.0,0.839477,0.8447870000000001,0.9000469999999999,0.9000469999999999,,,0.897761,0.893164,0.940314,0.8471879999999999,,,
2,2.0,,,,0.909276,0.890215,0.946953,0.853923,,,,,,,,,
3,3.0,38.0,25.0,10.0,0.908419,0.89045,0.951289,0.8413010000000001,,,0.881639,0.8701959999999999,0.908931,0.908931,,,
4,4.0,42.0,27.0,8.0,0.891726,0.904226,0.943834,0.841341,,,0.8709389999999999,0.8632559999999999,0.915155,0.915155,,,
5,5.0,40.0,20.0,8.0,0.8954700000000001,0.8716290000000001,0.947755,0.843366,,,0.8317389999999999,0.8441540000000001,0.902798,0.902798,,,
6,6.0,37.0,20.0,9.0,0.91112,0.885942,0.960092,0.840025,,,0.8332430000000001,0.852725,0.918686,0.918686,,,
7,7.0,,,,0.8958290000000001,0.8961450000000001,0.936058,0.828498,,,,,,,,,
8,8.0,43.0,25.0,9.0,0.8995280000000001,0.905881,0.946143,0.841184,,,0.875137,0.8966879999999999,0.924772,0.924772,,,
9,9.0,36.0,22.0,9.0,0.888631,0.910268,0.953945,0.822968,,,0.841772,0.842449,0.898649,0.898649,,,
10,10.0,,,,0.903658,0.907976,0.951805,0.8370280000000001,,,0.8966620000000001,0.886602,0.924505,0.924505,,,
11,,30.0,20.0,7.0,0.8840579710144929,0.893333333333333,0.942898550724638,0.827826086956522,,,0.839420289855072,0.846086956521739,0.902028985507246,0.902028985507246,,,AE
12,,30.0,20.0,8.0,0.913975962195919,0.8921439026737371,0.9405487264420908,0.839917645449987,,,0.8564138797299421,0.8729025167266851,0.90861481267632,0.90861481267632,,,AE
