3.000000,68.000000,0.795736,2.000000
3.000000,68.000000,0.803794,2.000000
3.000000,68.000000,0.788473,2.000000
3.000000,68.000000,0.790283,2.000000
3.000000,68.000000,0.798658,2.000000
3.000000,68.000000,0.799024,2.000000
3.000000,68.000000,0.792460,2.000000
3.000000,68.000000,0.811553,2.000000
3.000000,68.000000,0.797561,2.000000
3.000000,68.000000,0.799756,2.000000
3.000000,68.000000,0.793187,2.000000
3.000000,68.000000,0.794643,2.000000
3.000000,68.000000,0.795371,2.000000
3.000000,68.000000,0.797926,2.000000
3.000000,68.000000,0.780552,2.000000
3.000000,68.000000,0.795007,2.000000
3.000000,68.000000,0.797196,2.000000
3.000000,68.000000,0.791371,2.000000
3.000000,68.000000,0.793915,2.000000
3.000000,68.000000,0.792097,2.000000
3.000000,68.000000,0.796466,2.000000
3.000000,68.000000,0.810811,2.000000
3.000000,68.000000,0.784504,2.000000
3.000000,68.000000,0.799024,2.000000
3.000000,68.000000,0.789559,2.000000
3.000000,68.000000,0.792097,2.000000
3.000000,68.000000,0.793915,2.000000
3.000000,68.000000,0.797561,2.000000
3.000000,68.000000,0.798658,2.000000
3.000000,68.000000,0.791734,2.000000
3.000000,68.000000,0.795371,2.000000
3.000000,68.000000,0.803426,2.000000
3.000000,68.000000,0.790646,2.000000
3.000000,68.000000,0.788835,2.000000
3.000000,68.000000,0.785945,2.000000
3.000000,68.000000,0.798658,2.000000
3.000000,68.000000,0.774834,2.000000
3.000000,68.000000,0.797196,2.000000
3.000000,68.000000,0.806004,2.000000
3.000000,68.000000,0.791371,2.000000
3.000000,68.000000,0.819005,2.000000
3.000000,68.000000,0.791734,2.000000
3.000000,68.000000,0.801222,2.000000
3.000000,68.000000,0.807850,2.000000
3.000000,68.000000,0.787750,2.000000
3.000000,68.000000,0.791009,2.000000
3.000000,68.000000,0.799756,2.000000
3.000000,68.000000,0.785584,2.000000
3.000000,68.000000,0.799024,2.000000
3.000000,68.000000,0.795371,2.000000
3.000000,68.000000,0.799390,2.000000
3.000000,68.000000,0.799390,2.000000
3.000000,68.000000,0.785224,2.000000
3.000000,68.000000,0.792824,2.000000
3.000000,68.000000,0.804530,2.000000
3.000000,68.000000,0.787750,2.000000
3.000000,68.000000,0.799390,2.000000
3.000000,68.000000,0.789921,2.000000
3.000000,68.000000,0.803794,2.000000
3.000000,68.000000,0.803426,2.000000
3.000000,68.000000,0.794279,2.000000
3.000000,68.000000,0.785584,2.000000
3.000000,68.000000,0.798292,2.000000
3.000000,68.000000,0.777688,2.000000
3.000000,68.000000,0.789559,2.000000
3.000000,68.000000,0.800855,2.000000
3.000000,68.000000,0.803426,2.000000
3.000000,68.000000,0.792460,2.000000
3.000000,68.000000,0.806742,2.000000
3.000000,68.000000,0.783784,2.000000
3.000000,68.000000,0.804530,2.000000
3.000000,68.000000,0.779119,2.000000
3.000000,68.000000,0.790646,2.000000
3.000000,68.000000,0.789559,2.000000
3.000000,68.000000,0.791734,2.000000
3.000000,68.000000,0.789921,2.000000
3.000000,68.000000,0.802323,2.000000
3.000000,68.000000,0.792824,2.000000
3.000000,68.000000,0.809699,2.000000
3.000000,68.000000,0.796466,2.000000
3.000000,68.000000,0.797561,2.000000
3.000000,68.000000,0.813410,2.000000
3.000000,68.000000,0.801589,2.000000
3.000000,68.000000,0.801589,2.000000
3.000000,68.000000,0.793915,2.000000
3.000000,68.000000,0.778046,2.000000
3.000000,68.000000,0.803058,2.000000
3.000000,68.000000,0.793187,2.000000
3.000000,68.000000,0.787750,2.000000
3.000000,68.000000,0.785584,2.000000
3.000000,68.000000,0.795371,2.000000
3.000000,68.000000,0.788835,2.000000
3.000000,68.000000,0.809329,2.000000
3.000000,68.000000,0.811182,2.000000
3.000000,68.000000,0.798292,2.000000
3.000000,68.000000,0.781269,2.000000
3.000000,68.000000,0.804898,2.000000
3.000000,68.000000,0.794643,2.000000
3.000000,68.000000,0.781987,2.000000
3.000000,68.000000,0.799756,2.000000
3.000000,68.000000,0.792097,2.000000
3.000000,68.000000,0.784864,2.000000
0.000000,196.000000,1.225189,2.000000
0.000000,196.000000,1.225189,2.000000
0.000000,196.000000,1.225189,2.000000
0.000000,196.000000,1.225189,2.000000
0.000000,196.000000,1.225189,2.000000
