,Unnamed: 0.1,layer1,layer2,svm,rf,nb,kn,dt,dae_svm,dae_rf,dae_nb,dae_kn,dae_dt,time_svm,time_rf,time_nb,time_kn,time_dt,method
0,,30,15,0.7892684301394056,0.8130824601737505,0.5870988894567695,0.7768676290016416,0.8238083906275286,0.8064692940882809,0.8147345609873975,0.7977964121580119,0.8309734310749202,0.8642610009497336,0.003707692545301275,0.012227322210903457,3.7745989037372265,0.06617378499001961,0.0037586392875763428,DAE
1,,30,15,0.7892684301394056,0.8130824601737505,0.5870988894567695,0.7768676290016416,0.8225532998329508,0.8492789669448302,0.845239078503,0.8114223292697651,0.8367355938287995,0.8690396276917849,0.003626557679105262,0.012340149488577696,5.542385183681908,0.09344556637906791,0.003655718268021529,DAE
