5.000000,57.000000,0.656616,0.914356,0.897926,0.948609,0.829520,0.000262,0.000313,0.023417,0.509977
5.000000,57.000000,0.646980,0.916063,0.901597,0.951015,0.849402,0.000308,0.000314,0.021238,0.555992
5.000000,57.000000,0.662602,0.903632,0.907988,0.969890,0.858115,0.000264,0.000326,0.021637,0.566006
5.000000,57.000000,0.633822,0.903386,0.884282,0.939956,0.832747,0.000308,0.000293,0.038616,0.625134
5.000000,57.000000,0.652896,0.906020,0.895769,0.949640,0.826312,0.001321,0.000314,0.017122,2.506018
5.000000,57.000000,0.644772,0.893047,0.849779,0.929165,0.839681,0.000323,0.000300,0.078250,4.880905
5.000000,57.000000,0.641106,0.896734,0.898067,0.942410,0.847388,0.000299,0.000380,0.025941,0.643969
5.000000,57.000000,0.669388,0.897351,0.887197,0.946219,0.845832,0.000280,0.000363,0.016834,0.541925
5.000000,57.000000,0.641838,0.909272,0.894219,0.961210,0.836247,0.000389,0.000312,0.016770,0.746965
5.000000,57.000000,0.644038,0.890831,0.894437,0.937711,0.844083,0.000298,0.002183,0.024001,0.586987
5.000000,57.000000,0.649194,0.900595,0.893875,0.948049,0.846776,0.000298,0.000313,0.023839,0.613928
5.000000,57.000000,0.667120,0.896552,0.894777,0.942444,0.857353,0.063499,0.000372,0.091172,35.454988
5.000000,57.000000,0.650673,0.900736,0.883938,0.948855,0.837071,0.000676,0.000313,0.030508,3.089905
5.000000,57.000000,0.650673,0.899577,0.907265,0.961212,0.857492,0.000374,0.000317,0.017647,0.738144
5.000000,57.000000,0.638184,0.885068,0.873724,0.943920,0.843688,0.000440,0.000404,0.027539,0.524998
5.000000,57.000000,0.646243,0.912138,0.912138,0.961957,0.841486,0.000238,0.000502,0.017352,1.521111
5.000000,57.000000,0.665611,0.896502,0.894894,0.944090,0.829696,0.000282,0.000351,0.051661,6.784916
5.000000,57.000000,0.642570,0.900375,0.906529,0.954970,0.847717,0.008469,0.000399,0.067061,54.818153
5.000000,57.000000,0.661851,0.890857,0.902384,0.942506,0.858151,0.000259,0.000366,0.028189,3.268003
5.000000,57.000000,0.646243,0.894022,0.881793,0.945199,0.836957,0.000445,0.000313,0.018324,0.846148
5.000000,57.000000,0.635273,0.897462,0.892231,0.939036,0.837393,0.000254,0.000294,0.035949,1.842976
5.000000,57.000000,0.649194,0.886582,0.882985,0.922998,0.840432,0.000347,0.003362,0.024421,0.896215
5.000000,57.000000,0.653639,0.886469,0.885589,0.946535,0.854495,0.000366,0.000295,0.035623,0.591040
5.000000,57.000000,0.644772,0.904619,0.876339,0.938575,0.846437,0.000339,0.000314,0.070375,8.675098
5.000000,57.000000,0.648455,0.877477,0.882920,0.947155,0.822621,0.000378,0.000309,0.056973,5.870819
5.000000,57.000000,0.640374,0.901635,0.879126,0.939573,0.831352,0.000345,0.000546,0.016761,0.565052
5.000000,57.000000,0.645507,0.889673,0.897380,0.938938,0.837182,0.000324,0.000307,0.017563,0.763893
5.000000,57.000000,0.653639,0.902215,0.885569,0.940058,0.837343,0.000291,0.000350,0.023916,1.405954
5.000000,57.000000,0.645507,0.898686,0.894584,0.946186,0.824067,0.000300,0.000311,0.019682,0.898123
5.000000,57.000000,0.643304,0.897408,0.887666,0.952329,0.842163,0.000300,0.000356,0.019899,0.835180
5.000000,57.000000,0.654382,0.901279,0.895438,0.946712,0.848953,0.000657,0.000367,0.018657,3.777027
5.000000,57.000000,0.646980,0.898389,0.892977,0.947386,0.843036,0.000308,0.000395,0.017315,1.880884
5.000000,57.000000,0.659603,0.903233,0.904812,0.943434,0.840952,0.000337,0.000393,0.017053,0.865936
5.000000,57.000000,0.645507,0.890581,0.883818,0.944395,0.817776,0.000299,0.000470,0.083210,1.056194
5.000000,57.000000,0.652896,0.906966,0.888636,0.945238,0.822301,0.000297,0.000413,0.035060,2.254009
5.000000,57.000000,0.658108,0.906290,0.904930,0.959807,0.842790,0.000262,0.000300,0.018634,0.514030
5.000000,57.000000,0.663353,0.884058,0.893333,0.942899,0.827826,0.000320,0.000366,0.017449,0.842094
5.000000,57.000000,0.666365,0.913976,0.892144,0.940549,0.839918,0.000268,0.000352,0.017897,0.521898
5.000000,57.000000,0.658108,0.905270,0.891005,0.944582,0.833987,0.000305,0.000360,0.034689,0.545979
5.000000,57.000000,0.651413,0.897306,0.900711,0.952678,0.834466,0.000308,0.000400,0.018739,0.514030
5.000000,57.000000,0.645507,0.914088,0.896412,0.946173,0.850818,0.000407,0.000365,0.018166,0.957012
5.000000,57.000000,0.638184,0.898663,0.896025,0.947483,0.835900,0.000306,0.005199,0.017768,0.699997
5.000000,57.000000,0.658108,0.899668,0.903049,0.955006,0.863716,0.000231,0.000345,0.016792,0.567913
5.000000,57.000000,0.655126,0.900221,0.911607,0.963194,0.828811,0.000526,0.000433,0.020162,0.853062
5.000000,57.000000,0.652896,0.902899,0.907356,0.950531,0.835615,0.000262,0.000310,0.016750,0.603914
5.000000,57.000000,0.649933,0.893057,0.875150,0.944795,0.849177,0.000262,0.000416,0.018006,0.648022
5.000000,57.000000,0.639644,0.907904,0.904145,0.947397,0.841985,0.000345,0.005604,0.020091,0.576973
5.000000,57.000000,0.648455,0.901160,0.909959,0.952672,0.839738,0.000256,0.000381,0.016795,0.605106
5.000000,57.000000,0.661851,0.896885,0.885966,0.939320,0.831950,0.000917,0.008721,0.018513,1.121044
5.000000,57.000000,0.640374,0.907267,0.890801,0.951952,0.826150,0.000226,0.000343,0.017880,204.495192
5.000000,57.000000,0.639644,0.923118,0.895968,0.945885,0.831265,0.000341,0.000373,0.017010,0.544071
5.000000,57.000000,0.631649,0.901761,0.902808,0.939375,0.849547,0.000320,0.000333,0.017727,0.623941
5.000000,57.000000,0.655870,0.900735,0.896149,0.947090,0.857310,0.000221,0.000366,0.017579,0.595093
5.000000,57.000000,0.647717,0.884102,0.876369,0.941844,0.834640,0.000260,0.000338,0.016762,0.576019
5.000000,57.000000,0.639644,0.905066,0.887529,0.938442,0.856827,0.000255,0.000365,0.017475,0.658989
5.000000,57.000000,0.656616,0.881336,0.876570,0.939430,0.836413,0.000295,0.000356,0.017392,0.521898
5.000000,57.000000,0.646980,0.884765,0.882945,0.943745,0.831716,0.000223,0.000312,0.018566,0.586987
5.000000,57.000000,0.644038,0.902233,0.907624,0.954468,0.861314,0.000265,0.000359,0.017647,0.601053
5.000000,57.000000,0.641106,0.902067,0.896979,0.958239,0.845394,0.000304,0.000338,0.017708,0.613928
5.000000,57.000000,0.667875,0.895029,0.901543,0.947268,0.823093,0.000274,0.000373,0.018213,0.817060
5.000000,57.000000,0.646980,0.904260,0.899789,0.950099,0.836707,0.000228,0.000331,0.018641,0.658035
5.000000,57.000000,0.655870,0.928618,0.910632,0.955578,0.862944,0.000363,0.000426,0.017847,0.593901
5.000000,57.000000,0.641106,0.897896,0.889150,0.951572,0.850642,0.000228,0.000353,0.017649,0.566959
5.000000,57.000000,0.661101,0.902188,0.896321,0.945473,0.845832,0.000233,0.000375,0.017425,0.614882
5.000000,57.000000,0.655126,0.901476,0.884553,0.951889,0.845366,0.000364,0.000405,0.016832,0.582218
5.000000,57.000000,0.645507,0.906841,0.902764,0.943451,0.843086,0.000225,0.000372,0.017033,0.624180
5.000000,57.000000,0.673943,0.907593,0.884660,0.950451,0.825102,0.000223,0.000384,0.017888,0.617981
5.000000,57.000000,0.656616,0.915239,0.901814,0.950909,0.842237,0.000519,0.000318,0.016770,0.639915
5.000000,57.000000,0.648455,0.897988,0.884401,0.948130,0.827447,0.000411,0.000367,0.017665,0.640154
5.000000,57.000000,0.651413,0.907002,0.900480,0.947081,0.830111,0.000654,0.000413,0.046342,0.883102
5.000000,57.000000,0.641838,0.891692,0.891050,0.958683,0.837731,0.000270,0.000395,0.018107,0.633001
5.000000,57.000000,0.650673,0.904394,0.899577,0.949266,0.844388,0.000243,0.000407,0.017123,0.615120
5.000000,57.000000,0.652896,0.910253,0.902845,0.939890,0.834724,0.000383,0.000331,0.022733,0.566959
5.000000,57.000000,0.649933,0.895873,0.895873,0.942520,0.856420,0.000274,0.000361,0.040790,1.341105
5.000000,57.000000,0.666365,0.907688,0.896381,0.960654,0.858052,0.000230,0.000362,0.017824,0.583887
5.000000,57.000000,0.654382,0.910809,0.885395,0.944799,0.841473,0.000307,0.000364,0.016990,0.575066
5.000000,57.000000,0.645507,0.892856,0.905909,0.952948,0.834484,0.000224,0.000314,0.018445,0.596046
5.000000,57.000000,0.640374,0.896413,0.896531,0.948569,0.845354,0.000258,0.000321,0.016999,0.554085
5.000000,57.000000,0.669388,0.909915,0.902566,0.954495,0.854571,0.000307,0.000855,0.017493,0.634193
5.000000,57.000000,0.647717,0.891371,0.890518,0.942307,0.839178,0.000267,0.000364,0.017100,0.623941
5.000000,57.000000,0.661101,0.892191,0.870830,0.948346,0.838337,0.000218,0.000341,0.016846,0.654936
5.000000,57.000000,0.639644,0.906502,0.898215,0.949162,0.839552,0.000230,0.000400,0.018241,0.561953
5.000000,57.000000,0.649194,0.895249,0.892373,0.945351,0.846776,0.001251,0.000369,0.016729,0.625849
5.000000,57.000000,0.638914,0.915168,0.915969,0.956139,0.841538,0.000371,0.000396,0.017634,0.637054
5.000000,57.000000,0.648455,0.898963,0.895434,0.944996,0.835345,0.000263,0.000401,0.016979,0.603914
5.000000,57.000000,0.651413,0.899990,0.894392,0.943734,0.837237,0.000208,0.000377,0.017180,0.603199
5.000000,57.000000,0.647717,0.897714,0.890883,0.940941,0.852715,0.000280,0.000412,0.017122,0.597000
5.000000,57.000000,0.652896,0.905129,0.909585,0.956102,0.847536,0.000313,0.000390,0.017888,0.566006
5.000000,57.000000,0.650673,0.897562,0.903572,0.952514,0.842522,0.000233,0.000358,0.017592,0.630140
5.000000,57.000000,0.645507,0.903260,0.890979,0.939870,0.852173,0.000218,0.000356,0.017704,0.597000
5.000000,57.000000,0.658108,0.903789,0.905270,0.947763,0.847671,0.000226,0.000364,0.018015,0.622034
5.000000,57.000000,0.650673,0.894315,0.899503,0.945123,0.839833,0.000222,0.000364,0.017679,0.674963
5.000000,57.000000,0.656616,0.898819,0.873390,0.943138,0.819109,0.000272,0.000364,0.017724,0.696898
5.000000,57.000000,0.653639,0.902856,0.897384,0.951107,0.851443,0.000414,0.000360,0.016764,0.602961
5.000000,57.000000,0.664105,0.896318,0.880673,0.935845,0.833777,0.000232,0.000396,0.018080,0.622034
5.000000,57.000000,0.633097,0.892254,0.896422,0.939105,0.844802,0.000226,0.000331,0.035166,0.681877
5.000000,57.000000,0.641838,0.903430,0.896966,0.948831,0.851594,0.000234,0.000409,0.017515,0.833035
5.000000,57.000000,0.651413,0.894449,0.902039,0.952852,0.848894,0.000231,0.000352,0.017763,0.801802
5.000000,57.000000,0.638914,0.883022,0.897728,0.941989,0.847439,0.000265,0.000325,0.017248,0.592947
5.000000,57.000000,0.639644,0.903300,0.914240,0.950269,0.829017,0.000601,0.000845,0.017773,0.800848
5.000000,57.000000,0.647717,0.919182,0.898764,0.945114,0.830567,0.000270,0.000387,0.018679,0.594139
5.000000,57.000000,0.649933,0.885457,0.881805,0.935633,0.830744,0.000222,0.000372,0.017596,0.638962
5.000000,57.000000,0.659603,0.889373,0.876291,0.954862,0.843158,0.000295,0.000439,0.017673,0.680208
5.000000,57.000000,0.648455,0.918462,0.882377,0.945823,0.833074,0.000224,0.000334,0.017515,0.637054
5.000000,57.000000,0.658855,0.902746,0.887835,0.948570,0.838821,0.000208,0.000378,0.018014,0.518084
5.000000,57.000000,0.639644,0.909450,0.878136,0.943342,0.862833,0.000233,0.000357,0.017949,0.623941
5.000000,57.000000,0.658855,0.884107,0.882590,0.947692,0.817186,0.000284,0.000370,0.016966,50.885916
