6.000000,57.000000,0.664858,2.000000
5.000000,531.000000,3.806452,2.000000
6.000000,57.000000,0.647717,2.000000
5.000000,531.000000,4.137931,2.000000
4.000000,68.000000,0.795007,2.000000
3.000000,1558.000000,0.158639,2.000000
2.000000,40.000000,0.084816,2.000000
1.000000,196.000000,1.225189,2.000000
8.000000,122.000000,0.870618,2.000000
8.000000,122.000000,0.870618,2.000000
8.000000,122.000000,0.870618,2.000000
8.000000,122.000000,0.870618,2.000000
8.000000,122.000000,0.870618,2.000000
8.000000,122.000000,0.870618,2.000000
