2.000000,1558.000000,0.170013,2.000000
2.000000,1558.000000,0.162749,2.000000
2.000000,1558.000000,0.159664,2.000000
2.000000,1558.000000,0.163265,2.000000
2.000000,1558.000000,0.162234,2.000000
2.000000,1558.000000,0.165851,2.000000
2.000000,1558.000000,0.162234,2.000000
2.000000,1558.000000,0.157105,2.000000
2.000000,1558.000000,0.160691,2.000000
2.000000,1558.000000,0.165333,2.000000
2.000000,1558.000000,0.164298,2.000000
2.000000,1558.000000,0.160691,2.000000
2.000000,1558.000000,0.161205,2.000000
